Vocalbulary,Count
driver,1201
sh,1090
netscape,751
configur,727
gmake,725
fec,702
be,622
rm,562
sed,548
ls,525
cat,495
generic,475
ar,429
ld64_,338
ln,232
inline,229
tr,217
gs,216
date,209
grep,207
mkpts,187
true,185
cfe,155
ugen,147
as1,147
tcpostio,144
uopt,132
less,113
ghostvie,104
lp,99
hostname,96
LOCK,93
drawgrap,93
ksh,83
FIFO,82
make,82
egrep,81
post,78
bash,75
ns-insta,74
man,71
launchef,70
mycut2,69
mycut,67
wc,67
more,59
nawk,54
find,53
getopt,52
id,52
col,51
expr,49
download,48
getpgrp,47
file,47
awk,47
virtex,39
sendmail,39
gethost,36
rlogin,35
UNLOCK,34
rmdir,34
tcppost,34
dvips,34
gettxt,32
mkdir,31
config.s,31
ul,29
tail,28
unpack,27
ps,27
nroff,27
tbl,27
neqn,27
tar,26
telnet,25
concorde,23
tput,23
lc,22
mail,22
mc,22
xterm,22
csh,22
ld_,20
uname,19
xemacs-1,17
endsessi,16
ex,15
netstat,15
chmod,15
echo,13
lpdsend,12
tektroni,12
config.g,12
[,12
dvipost,11
gzip,11
showps,11
test,11
fig2dev,11
tellwm,10
which,10
xsetroot,9
xdvi,9
xdvi.rea,9
xhost,9
reaper,9
cpp,9
wait4wm,9
userenv,9
ppost,9
4Dwm,8
MakeTeXP,8
hpost,8
env,8
xrdb,8
edgegen,8
xconfirm,8
MediaMai,7
xfig,7
gre,6
cmp,6
toolches,6
xprop,6
pwd,6
stty,6
sort,6
spell,6
nedit,5
lpe3,5
xdm,5
xemacs-2,4
xcalc,4
top,4
virmf,4
mailx,4
mimencod,4
gftopk,4
head,4
postprin,3
etags,3
drf,3
munpack,3
xwsh,3
bc,3
sprog,3
rup,3
gcc,2
ctags,2
du,2
who,2
diff,2
dbxpcs,2
tel,2
dbx,2
xclock,2
lpr,2
blossom4,2
movemail,2
cplex,2
conftest,2
df,1
Xremote,1
cal,1
xinitrem,1
su,1
dviselec,1
faces,1
w,1
fgrep,1
ftp,1
tset,1
passwd,1
touch,1
ruptime,1
time,1
sleep,1
ssh,1
vreg,1
