Vocalbulary,Count
tcsh,3215
cat,2465
grep,1815
sed,1789
ls,938
sort,543
list2.pl,452
sh,426
detail_o,300
msort,270
stream_t,270
call_fil,268
ex,232
configur,163
print_ca,143
driver,139
cfe,136
rm,135
ld_,130
netscape,128
ugen,127
as1,127
sendmail,126
overlap,106
list.pl,76
tr,56
ln,48
test2.pl,27
showcal,26
MediaMai,26
overlap2,19
ps,17
long,16
gmake,16
elm,12
vim,12
hostname,11
launchef,10
stty,9
nawk,8
popper,7
date,7
cut,7
config.s,7
man,7
netstat,6
test.pl,6
more,6
wc,6
uname,6
mail,5
xrdb,4
gre,4
xdpyinfo,4
find,4
egrep,4
data_cl.,4
cpp,4
config.g,3
cmp,3
col,3
rlogin,3
ul,3
unpack,3
wait4wm,2
userenv,2
tester,2
xhost,2
tset,2
xsetroot,2
top,2
xwsh,2
ksh,2
resize,2
reaper,2
pq,2
env,2
mkpts,2
expr,2
mkdir,2
kill,2
java,2
bash,1
chmod,1
seecalls,1
basename,1
xcalc,1
ar,1
xterm,1
xcalenda,1
fmt,1
dirname,1
finger,1
rmdir,1
frm,1
touch,1
ntrim.in,1
.java_wr,1
